Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbit ID,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous
0.6684053634222505,-0.44971349190633486,-0.44971349190999366,-0.4497134918885172,-0.4497134918884234,-0.5837830359335717,0.6925249468064082,0.6925249468111235,0.6038377094426898,0.6038377019905751,0.6038376577959477,0.6038376391280755,-0.5039907377951558,1.4564879796905659,-0.3981906934749733,0.9492621607192443,-4.841460116687699,-1.087131375541918,-0.8505747149473346,0.7970591646291099,1.7882204257212388,-0.7952745536780381,-0.15221871883312235,0.41553559215302555,-0.8983716922639597,-4.842834481090352,-0.5778875825060824,0.9302874113856255,False
0.11489924125084154,-0.3364613134283899,-0.336461313320771,-0.3364613133513883,-0.3364613133514157,0.9167557769315978,1.4566680901870093,1.4566680901826043,1.5669157690395854,1.5669156972849099,1.5669158667638556,1.5669156917027414,-0.3212020296489589,-0.16795499594470967,-0.8971678782173493,-1.3178711449566782,0.3009041963778853,2.0798393980076013,1.1187402489882108,-1.0725235686104206,-1.417595028888128,1.0437692660558775,-1.3728550181210513,-0.7717177716582683,1.581781690739929,0.695242762782095,0.4062040244025008,-1.1274212474963465,False
1.5678528119507917,-0.5222838106649934,-0.5222838105899491,-0.5222838106078862,-0.5222838106078307,0.9555479348957213,-0.6128437772255838,-0.6128437772224173,-1.6767843687965287,-1.6767843737447532,-1.6767843690516084,-1.6767843759832755,-0.5823287555720974,1.4564879796905659,-0.8423811760855636,-0.46143447210689953,-1.405247953138803,0.04038298116430374,0.1638241717468617,-1.0585168256500674,0.5736627126030877,0.07049554838544181,0.3857618133028369,-1.1718234033067496,0.08235355454529764,-1.3252486023513672,1.4288309218757191,-0.5668973983227724,False
0.35705816970083304,-0.39631944351713505,-0.3963194436112777,-0.3963194436124705,-0.39631944361249216,-0.6435247761612242,-0.6280720795109369,-0.6280720795058716,-0.040219196059184156,-0.04021922243442933,-0.04021917954497565,-0.04021916662741876,-0.4517653926105281,0.15693359918234542,-0.5775742230830726,1.2748696882272263,0.3009041963778853,0.2860924001430289,-0.987397204748012,-0.827960819736596,-0.36251132317280155,-0.8967887106231063,-1.2969308304801965,0.6850621758028349,-0.7579059855852242,0.33353140592821623,1.1938197890946005,1.3137384405211296,False
-0.43860688092056865,-0.09984397482292595,-0.09984397491496319,-0.09984397492334128,-0.09984397492319103,0.34504839972263057,-0.11243893883869771,-0.1124389388412132,0.06704981574816249,0.06704982837765429,0.06704977260046908,0.06704976710858093,-0.5301034103874697,-0.16795499594470967,0.8631812223596801,1.3104198897417452,0.3009041963778853,0.8747682447645215,-1.0222523717303282,0.2502661570673486,-0.1967031236175113,-0.9220094768853279,-1.7190060647320609,1.632846055595777,-0.6889339964326525,0.153740218650931,-0.23394685492982636,1.424258549826675,False
1.1527232203222346,-0.4991184139826349,-0.499118413876499,-0.49911841386222094,-0.4991184138622717,0.0663989690257699,-0.7057395148503762,-0.7057395148505208,-1.4273478693881885,-1.4273478728148294,-1.4273478565746804,-1.427347842955663,-0.5562160829797835,1.1315993845635108,-0.37094193151908095,1.236895609336717,0.3009041963778853,-0.4666142209016048,-0.9616410009556546,-0.3373242301930501,-1.523245658501207,-0.8779831500461974,-0.7624702744167399,-0.36414305999141805,-0.8654924222334798,0.17607610185839212,-0.538308527800929,1.235672553818664,False
-0.3002303503777167,-0.17619592422330668,-0.17619592415125737,-0.17619592412991075,-0.17619592412996127,0.19329565812246233,0.2766296534041851,0.27662965340713785,0.7231603234458408,0.7231603999075706,0.7231602924452207,0.7231604344513759,-0.08618797631813421,-0.4928435910717648,-0.04622502625044789,0.6373899383418721,0.3009041963778853,0.048452653550790425,-0.7118039361237191,0.3963527596133785,-0.18311735114410824,-0.6883435010973727,-0.7773020754215862,-0.558891837744635,-0.5864689083553396,0.381287181459445,0.892254191234082,0.6084985148153087,False
-0.09266555456343759,-0.26732945821761905,-0.2673294581381213,-0.2673294581276768,-0.2673294581276256,-0.4970048877196824,1.403136333400985,1.4031363333970357,0.7421629024625721,0.7421629049481447,0.7421629222705625,0.742162832977343,-0.295089357056645,0.8067107894364557,-0.6738336893218434,-0.29176305578760386,0.3009041963778853,0.19438382919152514,-0.07389109173259431,0.6158301467998153,-1.5343051705595998,-0.14907755686296534,-0.08461403869136164,0.9510141576896575,-0.05988212799990158,0.07940443040808481,-0.5459997865280107,-0.3440245076338268,True
-1.2688660641776828,0.8168863402488163,0.8168863403251083,0.816886340342054,0.8168863403421157,-0.14902015267102067,0.3104595724206977,0.3104595724271702,-1.1016987664354099,-1.1016988095538327,-1.101698761597867,-1.1016987654438206,-0.007849958541192664,-0.8177321861988199,-0.5021674857840874,-1.1950613579065212,0.3009041963778853,0.719941789991335,1.1773717288648131,0.7070205063544005,-0.8274004192758452,1.1079914087352842,0.7029325328875364,0.3280112415988578,1.1183131512335098,0.41408757925335893,1.284297485902249,-1.1508076543889378,True
0.49543470024368497,-0.4227934780659847,-0.422793477972685,-0.4227934780062414,-0.4227934780063769,1.232035179738844,-1.3949203139212252,-1.3949203139242676,-0.6314452064986671,-0.6314451306607707,-0.6314451624430024,-0.6314451897590776,-0.3473147022412727,0.8067107894364557,0.9290686689619657,-1.127192791378803,0.3009041963778853,0.3141355057891279,1.2448109921925188,-0.8607433458542162,1.3301144644987817,1.1824681414834495,1.3950803007253008,0.12370978312227353,1.0165353789831761,0.4406955925843852,1.2157297843828485,-1.1766293711119593,False
-0.7153599420062737,0.10231340207672801,0.10231340204130274,0.10231340207900244,0.10231340207903387,-1.107504422892773,-0.904596535614083,-0.904596535614891,-0.21117951562829315,-0.21117947817255675,-0.2111795706793643,-0.21117950481437273,-0.39954004742590044,-0.8177321861988199,1.0712322703381536,-1.2944403303221084,0.3009041963778853,0.48329043750266876,1.6221051851244228,-0.2567617670196717,-0.9401799699157866,1.610862547772403,1.5694411576601606,-0.03416606202122045,1.387851802615043,0.1660372214754796,-1.3713716377628462,-1.3026901044942998,False
